product_name,barcode,sku,price,retired_qty
Vivo Nora 3/4 Sleeve Peplum Top - Hunters,60058541,V0825009HUNM,2250,4
Vivo Nora 3/4 Sleeve Peplum Top - Purple,60058556,V0825009PURS,2900,4
Vivo Nora Front Pleat Knee Length Dress - Black,60058865,V0825014BLAL,2250,4
Vivo Nora Front Pleat Knee Length Dress - Navy,60058868,V0825014NAVM,2250,4
Vivo Nora Front Pleat Knee Length Dress - Orange,60058881,V0825014ORAL,2250,4
Vivo Nora Front Slit Knee Length Skirt - Purple,60058539,V0825012PUR1X,3500,4
Vivo Nora Front Slit Knee Length Skirt - Purple,60058538,V0825012PURL,3500,4
Vivo Rema High Low Maxi Dress - Peach,60054665,V0425007PEAM,3550,4
Vivo Ria Drop Shoulder Top - Dark Mustard,60058495,V0825022DMUM,2500,4
Vivo Ria Mock Neck Top - Grey,60058675,V0725045GREM,2500,4
Vivo Ria Mock Neck Top - Lilac,60058681,V0725045LIL1X,2500,4
Vivo Ria Mock Neck Top - Lilac,60058678,V0725045LILS,2500,4
Vivo Safa Skirt - Fuschia,60053312,V0325007FUSS,2950,4
Vivo Safa Skirt - Off White,60053309,V0325007OWHIM,2950,4
Vivo Safa Skirt - Taupe,60058513,V0325007TAUM,2950,4
Vivo Safa Skirt - Taupe,60058512,V0325007TAUS,2950,4
Vivo Seli Strappy Tent Top - Black,60051221,V0125047BLAM,750,4
Vivo Sierra Bishop Sleeve Top - Brown / Yellow Lika Print,60050362,V0121031PR17M,1350,4
Vivo Studio 2-piece in Mixed Media - Black,60062433,V0925053BLAL,6900,4
Vivo Tana Puff Sleeve Bodysuit - Chocolate Brown,60056904,V0822077CHB1X,2700,4
Vivo Tana Puff Sleeve Bodysuit - Dark Green,60010067,V0822077DGNS,2700,4
Vivo Waridi Sleeveless Overcoat - Dark Teal,60033880,V1020056DTEAL,3950,4
Vivo Waridi Sleeveless Overcoat - Navy Blue,60053092,V1020056NAB2X,3950,4
Vivo X This Is Essential  Sleeveless Scooped Neck Bodysuit - Grey,60045163,V0823158GREYXXS,1950,4
Vivo X This Is Essential Raceback Bralette - Navy Blue,60035812,V0424116NABXS,1500,4
Vivo X This Is Essential Scooped Neck Bralette - Black / White,60038874,V0324021BLA/WHIS,1500,4
Vivo X This Is Essential Scooped Neck Bralette - Black / White,60038873,V0324021BLA/WHIXS,1500,4
Vivo X This Is Essential Scooped Neck Bralette - Navy Blue / White,60033852,V0324021NAB/WHIM,1500,4
Vivo X This Is Essential Short Unitard - Navy Blue,60034666,V0224109NABXS,3250,4
Vivo X This Is Essential Sleeveless Scooped Neck Bodysuit - Grey,60045159,V0823158GREY1X,1950,4
Zoya Basic Tank Top - Bright Green,60029371,Z0819065BGRN3X,350,4
Zoya Essentials Mini Bodycon - Teal / Brown Print,60028680,Z0821148PR8XS,2750,4
Zoya Sitawi Bodycon - Navy blue,60030706,Z1223003NABM,2550,4
Zoya Vasha Sleeveless Turtleneck Top - Black / Grey,60051854,Z0225001BLAGRYXS,1250,4
Safari Anga Puffy Short Sleeve Tie Top - Navy Blue / Yellow Ankara Print,60029548,S0623056PR8S,960,3
Safari Anga Wide Shorts - Navy Blue / Orange Ankara Print,60020944,S0623073PR1S,1050,3
Safari By Vivo Mens Cotton Long Sleeve Shirt - White / Navy Print,60060669,S0925062PR1S,5400,3
Safari By Vivo Mens Cotton Pants - Navy Blue,60061171,S0925061NBLUL,4800,3
Safari By Vivo Mens Cotton Shorts - Dark Grey,60061000,S0925059DGRYM,3400,3
Safari Chui Cropped Jacket - White Cloud,60047041,S1024007WCLOL,6250,3
Safari Chui Heavy Shirt - Red,60047043,S1024013REDS,5950,3
Safari Chui Lined Jacket - White Cloud,60047581,S1024005WHICL,8950,3
Safari Chui Lined Jacket - White Cloud,60048361,S1024005WHICXS,8950,3
Safari Kamari Drop Shoulder Top - Hunters Green,60034990,S0224189HGN1X/2X,1650,3
Safari Kamari Drop Shoulder Top - Navy Blue,60036023,S0224189NABXS/S,1950,3
Safari Kamari Front Slit Midi Skirt - Navy,60044532,S0424080NAVL,5550,3
Safari Kamari Front Slit Midi Skirt - Navy,60044531,S0424080NAVM,5550,3
Safari Kamari Ribbed Top - Beige,60037657,S0424073BEI3X,750,3
Safari Kikoy Joggers -Black,60026806,S0923114BLAM,1920,3
Safari Kikoy Off Shoulder Crop Top - Light Blue Print,60032568,S0923074PR5S,450,3
Safari Mali Bishop Sleeve Shirt Dress - Black,60039155,S0223180BLAM,4950,3
Safari Mali Bishop Sleeve Shirt Dress - Black,60039154,S0223180BLAS,4950,3
Safari Mali Bishop Sleeve Shirt Dress - Khaki,60039161,S0223180KHAL,3500,3
Safari Mali Bishop Sleeve Tent Dress - Teal,60038899,S0223179TEAL,5950,3
Safari Mali Bishop Sleeve Tent Dress - Teal,60038898,S0223179TEAM,5950,3
Safari Mansi Bishop Sleeve Shacket - Black,60048464,S0924002BLAML,2050,3
Safari Mansi Straight Leg Pants - Black,60045728,S0924017BLAL,4950,3
Safari Mansi Straight Leg Pants - Navy,60045733,S0924017NAV1X,4950,3
Safari Men's Bomber Jacket - Dark Grey,60037668,S0424035DGRYS,4200,3
Safari Men's Kitenge Drawstring Shorts - Keri Print,60049956,S0424041PR91X,1800,3
Safari Men's Kitenge Drawstring Shorts - Tana Print,60037799,S0424041PR63X,2050,3
Safari Men's Shacket - Dark Grey,60035705,S0424037DGRYM,1850,3
Safari Naledi 3/4 Sleeve Tent Dress - Pink Polka Stripes,60055637,S0425057PR5M-PIN,6800,3
Safari Nimali Bubble Sleeve Top - Red,60032582,S0124026REDM,3950,3
Safari Njano Men's Straight Leg Pants - Obu Print,60044497,S0824029PR2L,6250,3
Safari Savannah Men's Short Sleeve Shirt - Beige,60041670,S0724125BEIM,5950,3
Safari Savannah Men's Short Sleeve Shirt - Beige,60041669,S0724125BEIS,5950,3
Safari Savannah Men's Short Sleeve Shirt - White,60041675,S0724125WHIM,4200,3
Safari Savannah Men's Straight Leg Pants - Black,60041699,S0624027BLA1X,4800,3
Safari Savannah Wrap Top - Hunters,60051567,S0724009HUNS,5250,3
Safari Sizani 2 Way Wrap Top - Himo Print,60049636,S1124144PR2XS/S,3250,3
Safari Sizani Men's Kitenge Tuxedo Shirt - Black,60049596,S1124151PR1M,4400,3
Safari Sizani Strappy Tent Top - Black,60050958,S1124116BLAL,2950,3
Safari Sizani Strappy Tent Top - Navy Blue,60051326,S1124116NABS,2950,3
Safari Solana Bubble Midi Skirt in Cotton - Chocolate,60065816,S0825039CHOC1X,5800,3
Safari Solana Bubble Midi Skirt in Cotton - Chocolate,60065817,S0825039CHOC2X,5800,3
Safari Solana Bubble Midi Skirt in Cotton - Orange,60065822,S0825039SORAS2X,5800,3
Safari Solana Bubble Midi Skirt in Cotton - White,60065878,S0825039WHI2X,5800,3
Safari Spaghetti Tank Top - Dark Taupe,60035313,S0424062DTAUM/L,1750,3
Safari Tafari Shorts - Black Brown Shade C,60060958,S0925046PR5M,2800,3
Safari Tafari Shorts - Dafi Print,60060974,S0925046PR9M,2800,3
Safari Tafari Shorts - Light Blue Asili Print,60060941,S0925046PR1S,2800,3
Safari Tafari Shorts - Selvi Print,60060970,S0925046PR8M,2800,3
Safari Tafari Wrap Top - Semu Print,60060643,S1025031PR4L/1X,3400,3
Safari Tafari Wrap Top - Suma Print,60060650,S1025031PR8S/M,3400,3
Safari Tafari Wrap Top - Wami Print,60060641,S1025031PR3L/1X,3400,3
Safari Tiwa Barell Pants - Rust,60053953,S0325031RUSTS,5400,3
Safari Tiwa Shirred Top - Navy,60053902,S0125049NAVYM,1150,3
Safari Zene Drop Shoulder Top - Taupe,60040882,S1023059TAUM,1100,3
Safari by Vivo Naledi Bubble Midi Dress - Isara Print,60061219,S0925040PR1M,5800,3
Safari by Vivo Savannah Drawstring Shacket in Linen - White,60043051,S0724086WHIXS/S,8400,3
Shiv & Shikie X Safari Faux Collar Shirt - Lime,60055302,S0425045LIMM/L,2800,3
Shiv & Shikie X Safari Faux Collar Shirt - Lime,60055301,S0425045LIMXS/S,2800,3
Shiv & Shikie X Safari Printed Short Sleeve Shirt - Brown / Black Ezi Print,60056092,S0425041PR1M,4800,3
Shiv & Shikie X Safari Printed Short Sleeve Shirt - Brown / Black Ezi Print,60056091,S0425041PR1S,4800,3
Vivo 2-Way Wrap Top - Sipo Print,60043409,V0224238PR8XS/S,3250,3
Vivo Alani High Low Dress - Black Checkered Print,60056573,V0625018PR3L,2850,3
Vivo Alma Short Sleeve Mini Bodycon - Black,60060318,V0825060BLAL,3500,3
Vivo Ari One Shoulder Maxi Dress - Chocolate Brown,60057342,V0725023CHOM,2250,3
Vivo Ari Sleeveless Straight Maxi Slit Dress - Chocolate Brown,60057237,V0725029CHBS,4900,3
Vivo Ayah Drawstring Pants - Lilac,60051953,V0225003LILM,4900,3
Vivo Ayah Satin Pants - Dark Red,60052421,V0225031DARL,3950,3
Vivo Ayah Shirred Cuff Loose Top - Dark Purple,60052488,V0225032DAPM,3550,3
Vivo Basic Boundneck Puff Sleeve Top - Red,40013979,V0320040REDL,3250,3
Vivo Basic Cowl Jersey Top - White,60040098,V0622062WHI1X/2X,1150,3
Vivo Basic Double Layered Capri Skirt - Navy Blue,40004857,V0819031NABM,3500,3
Vivo Basic Drop Shoulder Top - Navy Blue,60017896,V0622002NABXL,1800,3
Vivo Basic Hooded Kimono - Beige / White Print,60052186,V1024063PR1S,2750,3
Vivo Basic Imelda Top - Hunters,60040905,V0719369HUNM/L,1150,3
Vivo Basic Leggings - Navy Blue,50005755,V0421160NABS,2500,3
Vivo Basic Long Sleeved Double Layered Bodycon - Mustard,50009758,V0719261MUSXL,4250,3
Vivo Basic Nalia High Low Jersey Top - Mustard,60044409,V0121134MUS1X/2X,1350,3
Vivo Basic Nalia High-low Chiffon Top - Black / Blue Print,60051325,V1119024PR691X/2X,2250,3
Vivo Basic Nalia High-low Chiffon Top - Black Textured,60046413,V1119024BLA1X/2X,950,3
Vivo Basic Palazzo Pants - Hunters Green,60030443,V0819137HGNL,2000,3
Vivo Basic Sleeveless Extra Long Lily Waterfall - Yellow,60024951,V1122193YELS/M,1950,3
Vivo Basic Sleeveless Kena Tent Maxi Dress in Ponte - Black,50017236,V1121020BLAM,5500,3
Vivo Basic Sleeveless Midi Jersey Waterfall - Navy Blue,60025524,V1122192NABL/1X,2000,3
Vivo Basic Sleeveless Midi Jersey Waterfall - Navy Blue,60025523,V1122192NABS/M,2000,3
Vivo Basic Sleeveless Sienna Waterfall - Navy Blue,50010431,V0321017NABL,2250,3
Vivo Basic Spaghetti Strap Tank Top - Tan,60032508,V0623033TAN3X,450,3
Vivo Basic Tolani Dress in Jersey - Fuschia,60065245,V0920021FUS2X,4900,3
Vivo Basic Tolani Dress in Jersey - Mulberry,60065240,V0920021MUL2X,4900,3
Vivo Basic Tolani Dress in Jersey - Taupe,60065526,V0920021TAU1X,4900,3
Vivo Basic V-neck Cap Sleeve Top - Buttermilk,60023457,V0323019BUT4X,1250,3
Vivo Boat Neck Top in Scuba - Black,60065749,V0126024BLAM,2900,3
Vivo Bodysuits T- Shirts & Tank Tops - RFS 1,301272,RFS0125009 - RFS1,2000,3
Vivo Chela Basic Cap Sleeve Top - Royal Blue,60052258,V0325019RBLUM,1850,3
Vivo Chela Basic Cap Sleeve Top - Royal Blue,60052257,V0325019RBLUS,1850,3
