Style Number,Style Name,Brand,Category,Subcategory,Status,Highest Sold Price (KES),Current Price (KES),Warehouse,Retired Location,Stores,Online,Total SOH
Z0124043,Zoya Luna Cargo Pants,Zoya,Bottoms,Full Length Pants,Retired,3950.0,1150.0,0,0,1.0,0,1
V0623003,Vivo Zahari Dolman Tie Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3950.0,1400.0,1.0,0,0,0,1
V0622079,Vivo Wingu Three Tiered Knee Length Dress,Vivo,Dresses,Knee Length Dresses,Retired,5500.0,2350.0,0,1.0,0,0,1
Z1024051,Zoya X Metamorphisized 143 Raglan Sleeve Midriff Top,Zoya,Tops,Midriff & Crop Tops,Retired,1550.0,1550.0,0,0,0,1,1
V0622009,Vivo Jema High Slit Maxi Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4250.0,2950.0,0,1.0,0,0,1
S0824026,Safari Njano Mens Bound Neck Shirt,Safari,Tops,Men's Tops,Retired,4250.0,1550.0,0,0,1.0,0,1
S0824026,Safari Njano Mens Bound Neck Shirt,Safari,Tops,Men's Tops,Retired,4250.0,2950.0,0,0,1.0,0,1
S0124010,Safari Haya Strappy Tie Back Maxi Dress,Safari,Dresses,Maxi Dresses,Retired,4250.0,1450.0,0,0,1,0,1
V0620079,Vivo Basic Trench Coat,Vivo,Outerwear,Jackets & Coats,Retired,4950.0,3450.0,1.0,0,0,0,1
V0525079,Vivo Maisha Top & Pant Set,Vivo,Two-Piece Sets,Pants & Top Set,Retired,5900.0,2050.0,0,0,0,1,1
Z0125029,Zoya Sadira Bell Bottom Unitard,Zoya,Bottoms,Jumpsuits & Playsuits,Retired,2250.0,450.0,0,0,1.0,0,1
V0525026,Vivo Maisha Wide Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4500.0,1250.0,0,0,1.0,0,1
V0224140,Vivo Vinna Escape A-Line Dress,Vivo,Dresses,Knee Length Dresses,Retired,4950.0,2400.0,0,0,1.0,0,1
Z0220060,Zoya Capri Leggings,Zoya,Bottoms,Leggings,Retired,1950.0,350.0,0,0,1.0,0,1
V0524194,Vivo Cuffed Wide Sweater,Vivo,Outerwear,Sweaters & Ponchos,Retired,6550.0,3250.0,0,0,1.0,0,1
Z0220060,Zoya Capri Leggings,Zoya,Bottoms,Leggings,Retired,1950.0,1950.0,0,0,1.0,0,1
Z0220118,Zoya Basic Bodycon,Zoya,Dresses,Short & Mini Dresses,Retired,2950.0,350.0,0,0,1.0,0,1
V0224125,Vivo Nala Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,5750.0,2720.0,0,0,0,1,1
V0524001,Vivo X This Is Essential Midi Dress,Vivo,Dresses,Midi & Capri Dresses,Retired,4550.0,4550.0,0,0,0,1,1
Z0225006,Zoya Vasha Midriff Jacket,Zoya,Outerwear,Jackets & Coats,Retired,1950.0,1950.0,0,0,1.0,0,1
V0523201,Vivo X Pinky Sleeveless Cross Back Fitness Bra,Vivo,Tops,Fitted Tops,Retired,1550.0,400.0,0,0,1.0,0,1
S1023066,Safari Kikoy Tunic High Low Top,Safari,Tops,Loose Tops,Retired,5250.0,1300.0,0,0,0,1,1
V0523180,Vivo Laika Long Sleeve Mandarin Top,Vivo,Tops,Fitted Tops,Retired,2950.0,700.0,0,0,1,0,1
V0223222,Vivo Fasi Strapless Top,Vivo,Tops,Fitted Tops,Retired,2750.0,250.0,0,0,1.0,0,1
Z0225010,Zoya Vasha Track Pants,Zoya,Bottoms,Full Length Pants,Retired,2550.0,750.0,0,0,1.0,0,1
V0523155,Vivo Sia Leisure Pants,Vivo,Bottoms,Full Length Pants,Retired,3550.0,750.0,0,0,1.0,0,1
V0523147,Vivo Dua Long Bishop Sleeve Top,Vivo,Tops,Fitted Tops,Retired,2950.0,2050.0,0,0,1.0,0,1
Z0324009,Zoya Taani Sleeveless Midriff Top,Zoya,Tops,Midriff & Crop Tops,Retired,1250.0,150.0,0,0,0,1,1
S0120016,Safari Reversible Shirt Jacket,Safari,Outerwear,Jackets & Coats,Retired,5950.0,4150.0,0,0,0,1,1
V0223140,Vivo Basic Nalia Satin High Low Top,Vivo,Tops,Loose Tops,Retired,2550.0,750.0,0,0,0,1,1
S1024009,Safari Chui 3/4 Sleeve A-Line Dress,Safari,Dresses,Knee Length Dresses,Retired,7750.0,5450.0,1.0,0,0,0,1
Z0324046,Zoya Yuni Oversized Shirt,Zoya,Tops,Loose Tops,Retired,4950.0,3500.0,0,0,0,1,1
V0223139,Vivo Izzy Satin Bishop Sleeve Top,Vivo,Tops,Fitted Tops,Retired,3750.0,1250.0,0,0,0,1,1
P21DD80,Cowl Lined Midi Halter Dress,Third Party Brands,Dresses,Midi & Capri Dresses,Retired,2600.0,2600.0,0,0,1.0,0,1
V0523146,Vivo Leila Hip Length Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3750.0,3750.0,1.0,0,0,0,1
V0523123,Vivo Basic Double Layered Wrap Poncho (Without Fringe),Vivo,Outerwear,Sweaters & Ponchos,Retired,5550.0,5250.0,0,0,0,1,1
S0923075,Safari Kikoy Long Sleeve Shacket,Safari,Outerwear,Jackets & Coats,Retired,4250.0,1850.0,0,0,0,1,1
V0425009,Vivo Rema Palazzo Pants,Vivo,Bottoms,Full Length Pants,Retired,3500.0,3500.0,0,0,0,1,1
Z0324057,Zoya Yuni Halter Dress,Zoya,Tops,T-shirts & Tank Tops,Retired,2750.0,2750.0,0,0,0,1,1
Z1124120,Zoya Kyro Strappy Vest,Zoya,Tops,Fitted Tops,Retired,950.0,950.0,0,0,0,1,1
V0425001,Vivo Kaisa Strappy Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,3950.0,2750.0,0,0,0,1,1
V0425001,Vivo Kaisa Strappy Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,3950.0,1350.0,0,0,0,1,1
V0424161,Vivo Sarong Skirt,Vivo,Skirts,Midi & Capri Skirts,Retired,3900.0,3900.0,1.0,0,0,0,1
S0923079,Safari Kikoy Off Shoulder Crop Top,Safari,Tops,Midriff & Crop Tops,Retired,2250.0,500.0,0,1.0,0,0,1
V0222135,Vivo Basic Straight Skirt,Vivo,Skirts,Knee Length Skirts,Retired,2950.0,1150.0,0,0,1.0,0,1
V0222098,Vivo Faraji Long Sleeve Jacket,Vivo,Outerwear,Jackets & Coats,Retired,4250.0,1450.0,0,0,1.0,0,1
Z0325018,Zoya Vasha Track Pants With Pockets,Zoya,Bottoms,Full Length Pants,Retired,2550.0,2550.0,0,0,1.0,0,1
V0424161,Vivo Sarong Skirt,Vivo,Skirts,Midi & Capri Skirts,Retired,3900.0,1050.0,0,0,1,0,1
V0424158,Vivo Cowl Camisole,Vivo,Tops,Loose Tops,Retired,2550.0,950.0,0,0,1.0,0,1
S0923079,Safari Kikoy Off Shoulder Crop Top,Safari,Tops,Midriff & Crop Tops,Retired,2250.0,650.0,0,0,0,1,1
V0424155,Vivo Halter Maxi With Lining,Vivo,Dresses,Maxi Dresses,Retired,5550.0,1250.0,0,0,1.0,0,1
V0424125,Vivo Chesi Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,7735.0,4150.0,0,0,0,1,1
Z0624001,Zoya Shani Kimono,Zoya,Outerwear,Waterfalls & Kimonos,Retired,4950.0,1450.0,0,0,0,1,1
Z0624005,Zoya Shani Scarf Top,Zoya,Tops,Midriff & Crop Tops,Retired,2950.0,550.0,0,0,0,1,1
V0424029,Vivo Saida Dress Coat,Vivo,Outerwear,Jackets & Coats,Retired,7250.0,1750.0,1.0,0,0,0,1
V0424027,Vivo Saida Cigarrets Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,750.0,0,1.0,0,0,1
V0423055,Vivo Leila Cap Sleeve Tent Knee Length Dress,Vivo,Dresses,Knee Length Dresses,Retired,4550.0,1750.0,0,0,1,0,1
V0423025,Vivo Tatili Drop Shoulder Cowl Top,Vivo,Tops,Loose Tops,Retired,2550.0,1700.0,0,0,1,0,1
V0422077,Vivo Basic Sienna Jersey Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2550.0,2550.0,0,0,0,1,1
Z0722035,Zoya Basic Long Sleeve Bodycon,Zoya,Dresses,Knee Length Dresses,Retired,2950.0,1800.0,0,0,0,1,1
V0422077,Vivo Basic Sienna Jersey Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2550.0,950.0,1.0,0,0,0,1
V0422073,Vivo Basic Neo Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3250.0,3250.0,0,0,0,1,1
S1024011,Safari Chui Placket Top,Safari,Tops,Fitted Tops,Retired,5250.0,3650.0,0,0,0,1,1
V0422073,Vivo Basic Neo Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3250.0,2250.0,0,0,0,1,1
Z0724053,Zoya Banda Crop Hoodie,Zoya,Outerwear,Hoodies & Sweatshirts,Retired,2750.0,550.0,0,0,0,1,1
Z0724054,Zoya Banda Strappy Playsuit,Zoya,Bottoms,Jumpsuits & Playsuits,Retired,2250.0,450.0,0,0,0,1,1
V0325078,Vivo Takali Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,6900.0,2750.0,0,0,0,1,1
V0325071,Vivo Safa Slit Side Top,Vivo,Tops,Fitted Tops,Retired,3550.0,950.0,0,0,1.0,0,1
V0325070,Vivo Safa Pallazo Pants,Vivo,Bottoms,Full Length Pants,Retired,3550.0,1350.0,0,0,1.0,0,1
V0325069,Vivo Analo Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,3900.0,3900.0,0,0,0,1,1
RFS0125,Vivo Knee length Dress,Vivo,Sale,Sample & Sale Items,Retired,6000.0,750.0,0,0,1.0,0,1
V0325020,Vivo Tahisa Loose Top,Vivo,Tops,Loose Tops,Retired,3250.0,1150.0,0,0,0,1,1
S0325033,Safari Tiwa Straight Leg Pants,Safari,Bottoms,Full Length Pants,Retired,4800.0,3350.0,0,0,0,1,1
V0924103,Vivo Serwa Wide Leg Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,6950.0,1950.0,0,1.0,0,0,1
S0325016,Safari Tawi Off-Shoulder Top,Safari,Tops,Loose Tops,Retired,2950.0,850.0,0,0,1,0,1
S0322138,Safari Tawi Flounce Tent Dress,Safari,Dresses,Knee Length Dresses,Retired,4950.0,4950.0,0,1.0,0,0,1
V0924043,Vivo Mandla Side Flap A-Line Dress,Vivo,Dresses,Knee Length Dresses,Retired,5550.0,3800.0,0,1.0,0,0,1
V1020122,Vivo Tsavo Scalloped Hem Dress Top,Vivo,Tops,Fitted Tops,Retired,2950.0,850.0,0,0,1.0,0,1
V1021027,Vivo Lani Satin High Low Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,3650.0,0,0,0,1,1
V0325010,Vivo Safa Drawstring Wide Top,Vivo,Tops,Loose Tops,Retired,2950.0,2950.0,0,0,0,1,1
V0923086,Vivo Soleil Shorts,Vivo,Bottoms,Shorts & Skorts,Retired,2950.0,630.0,0,0,1.0,0,1
V1022076,Vivo Raha Waist Tie Top,Vivo,Tops,Fitted Tops,Retired,2950.0,2050.0,0,0,1.0,0,1
V0324082,Vivo Kelemi Hooded Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,6950.0,4850.0,0,0,0,1,1
V1023029,Vivo Sarabi Panelled V-Neck Kaftan,Vivo,Dresses,Maxi Dresses,Retired,5950.0,5950.0,0,0,1.0,0,1
V1023042,Vivo Ava 3/4 Sleeve Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4950.0,1950.0,0,0,0,1,1
V0923053,Vivo Ava Pleated Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4550.0,1250.0,0,0,1.0,0,1
V0220007,Vivo Basic Double Layered Long Sleeved Bodysuit,Vivo,Tops,Bodysuits,Retired,2900.0,1450.0,0,0,1.0,0,1
V1023084,Vivo Sanyu Bubble Sleeve Tent Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2350.0,0,0,1.0,0,1
V1023084,Vivo Sanyu Bubble Sleeve Tent Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,2500.0,0,0,1.0,0,1
V0923052,Vivo Ava Tapered Pants,Vivo,Bottoms,Full Length Pants,Retired,3950.0,1350.0,0,0,0,1,1
V1023097,Vivo Amara Sleeveless High Low Top,Vivo,Tops,Loose Tops,Retired,2750.0,550.0,0,0,1.0,0,1
Z1124124,Zoya Kyro Pleated Mini Skirt,Zoya,Skirts,Short & Mini Skirts,Retired,1550.0,1550.0,0,0,1.0,0,1
S1123112,Safari Lira Drop Shoulder Dress,Safari,Dresses,Knee Length Dresses,Retired,5250.0,3650.0,0,0,0,1,1
V0324075,Vivo Azawi Cap Sleeve Panelled Dress,Vivo,Dresses,Knee Length Dresses,Retired,4750.0,1500.0,0,0,1.0,0,1
V0923039,Vivo X This Is Essential Long Sleeve Bodysuit,Vivo,Tops,Bodysuits,Retired,3750.0,3750.0,0,0,0,1,1
V1024002,Vivo Merika Knee Length Wrap Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,2950.0,0,0,0,1,1
V0923010,Vivo Jira Capri Leggings,Vivo,Bottoms,Leggings,Retired,2950.0,900.0,0,0,1.0,0,1
V1024030,Vivo Beali Shirred Midriff Top,Vivo,Tops,Fitted Tops,Retired,2550.0,665.0,0,0,1,0,1
Z0724102,Zoya Basic Racer Back Crop Top,Zoya,Tops,Midriff & Crop Tops,Retired,1550.0,450.0,0,1.0,0,0,1
V0324043,Vivo Amai Side Slit Pants,Vivo,Bottoms,Full Length Pants,Retired,4250.0,1050.0,0,0,1.0,0,1
V0923001,Vivo Soleil Sleeveless Drape Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,6950.0,6950.0,0,0,1.0,0,1
V1024036,Vivo Beali Wrap Shirt Dress,Vivo,Dresses,Knee Length Dresses,Retired,6250.0,1850.0,0,0,1.0,0,1
S1023059,Safari Zene Drop Shoulder Top,Safari,Tops,Loose Tops,Retired,3250.0,665.0,0,0,0,1,1
V0922049,Vivo Luna 3/4 Sleeve High Low Top,Vivo,Tops,Loose Tops,Retired,3750.0,1050.0,0,0,0,1,1
V0922010,Vivo Pesi Notch Collar Tent Dress,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,5950.0,0,0,0,1,1
V1024043,Vivo Beali Two Way Wrap Top,Vivo,Tops,Midriff & Crop Tops,Retired,3250.0,2250.0,0,0,0,1,1
V0922009,Vivo Pesi Drop Shoulder Tunic,Vivo,Tops,Fitted Tops,Retired,3750.0,2250.0,0,0,0,1,1
V1024063,Vivo Basic Hooded Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5550.0,1550.0,0,0,0,1,1
V1024063,Vivo Basic Hooded Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5550.0,2350.0,0,0,0,1,1
V0922007,Vivo Pesi Drop Shoulder Tent Dress,Vivo,Dresses,Knee Length Dresses,Retired,6175.0,1650.0,0,0,0,1,1
V1024063,Vivo Basic Hooded Kimono,Vivo,Outerwear,Waterfalls & Kimonos,Retired,5550.0,3850.0,0,0,0,1,1
S0322133,Safari Tawi Bishop Sleeve Tiered Dress,Safari,Dresses,Knee Length Dresses,Retired,5550.0,5550.0,1.0,0,0,0,1
V0919039,Vivo Basic Puff Sleeved Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,4750.0,1250.0,1.0,0,0,0,1
S0424041,Safari Men's Kitenge Drawstring Shorts,Safari,Bottoms,Men's Bottoms,Retired,3550.0,750.0,0,0,0,1,1
Sample & Sale Items,Sample & Sale Items,Vivo,Sale,Sample & Sale Items,Retired,6950.0,750.0,0,0,1.0,0,1
V0825032,Vivo Kemi Skirt & Top Set,Vivo,Skirts,Maxi Skirts,Retired,4900.0,8500.0,0,0,0,1,1
V0825019,Vivo Nora Wide Leg Pants,Vivo,Bottoms,Full Length Pants,Retired,4900.0,2950.0,1.0,0,0,0,1
V1025034,Vivo Lulu Contrast Stitch Tent Dress in Cotton,Vivo,Dresses,Knee Length Dresses,Retired,5900.0,4150.0,1.0,0,0,0,1
RFS0125,Vivo Knee length Dress,Vivo,Sale,Sample & Sale Items,Retired,6000.0,650.0,0,0,1.0,0,1
V0824108,Vivo Ayla Off-Shoulder Jumpsuit,Vivo,Bottoms,Jumpsuits & Playsuits,Retired,6750.0,6750.0,0,0,0,1,1
V1119112,Vivo Basic Sleeveless Double Layered Bodycon,Vivo,Dresses,Knee Length Dresses,Retired,3950.0,1950.0,0,0,1.0,0,1
V0824101,Vivo Ayla Bubble Sleeve Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,6950.0,6950.0,0,0,0,1,1
V1120036,Vivo Everyday Cap Sleeve Top in Jersey,Vivo,Accessories,Accessories,Retired,2200.0,2200.0,1.0,0,0,0,1
V1121104,Vivo Sana Asymmetrical Angel Sleeve Top,Vivo,Tops,Loose Tops,Retired,2950.0,2050.0,0,0,0,1,1
V0824081,Vivo Chidii Off Shoulder Maxi Dress,Vivo,Dresses,Maxi Dresses,Retired,5950.0,4050.0,0,0,1.0,0,1
V0824073,Vivo Amai Knee Length Dresses,Vivo,Dresses,Knee Length Dresses,Retired,5950.0,4150.0,0,0,0,1,1
V1122192,Vivo Basic Sleeveless Midi Jersey Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,3250.0,1550.0,1.0,0,0,0,1
V0824034,Vivo Paji Dress Coat,Vivo,Outerwear,Jackets & Coats,Retired,7250.0,750.0,0,0,1.0,0,1
Z0822081,Zoya Nia Off Shoulder Puff Sleeve Top,Zoya,Tops,Midriff & Crop Tops,Retired,2250.0,450.0,0,0,1.0,0,1
V0824021,Vivo Wila Dolman Tunic,Vivo,Tops,Loose Tops,Retired,4750.0,3350.0,0,0,0,1,1
V1122193,Vivo Basic Sleeveless Extra Long Lily Waterfall,Vivo,Outerwear,Waterfalls & Kimonos,Retired,4950.0,2150.0,0,0,0,1,1
V0323019,Vivo Basic V-neck Cap Sleeve Top,Vivo,Tops,T-shirts & Tank Tops,Retired,2550.0,750.0,0,1.0,0,0,1
V0823L1,Vivo Naya One Shoulder Flounce Top,Vivo,Tops,Fitted Tops,Retired,3550.0,700.0,0,0,0,1,1
