store,country,sku,style_name,subcategory,brand,style_number,current_price,cost,current_margin_pct,last_sale_date,days_since_last_sale,clearance_tier,discounted_price,discounted_margin_pct,units_available,projected_revenue_kes
WHFIN/Stock,Kenya,V0225025LTAUM,Vivo Chela Drawstring Shorts,Shorts & Skorts,Vivo,V0225025,1350.0,541.61,59.9,2026-01-27,154,Tier 1 (3M) — 10-15%,1181,54.1,1.0,1181
JUNCT/Stock,Kenya,V0625008BLAM,Vivo Ari Short Sleeve Top,T-shirts & Tank Tops,Vivo,V0625008,1350.0,824.59,38.9,2026-01-30,151,Tier 1 (3M) — 10-15%,1181,30.2,1.0,1181
MOIAV/Stock,Kenya,V1024043PR1XS,Vivo Beali Two Way Wrap Top,Midriff & Crop Tops,Vivo,V1024043,1350.0,950.84,29.6,2026-04-01,90,Tier 1 (3M) — 10-15%,1181,19.5,1.0,1181
YAYA/Stock,Kenya,V0625008BLAM,Vivo Ari Short Sleeve Top,T-shirts & Tank Tops,Vivo,V0625008,1350.0,824.59,38.9,2026-01-30,151,Tier 1 (3M) — 10-15%,1181,30.2,1.0,1181
ZOYA/Stock,Kenya,V0424158BLA4X,Vivo Cowl Camisole,Loose Tops,Vivo,V0424158,1300.0,400.45,69.2,2026-03-06,116,Tier 1 (3M) — 10-15%,1138,64.8,1.0,1138
GCITY/Stock,Kenya,V1221043PR47L,Vivo Basic Satin Cap Sleeve Top,Fitted Tops,Vivo,V1221043,1250.0,730.18,41.6,2026-01-27,154,Tier 1 (3M) — 10-15%,1094,33.2,1.0,1094
WHFIN/Stock,Kenya,V0719007HUNM,Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress,Maxi Dresses,Vivo,V0719007,1050.0,1226.0,-16.8,2026-01-27,154,Tier 1 (3M) — 10-15%,919,-33.4,1.0,919
WHFIN/Stock,Kenya,V0424158KHAM,Vivo Cowl Camisole,Loose Tops,Vivo,V0424158,1050.0,400.45,61.9,2026-02-07,143,Tier 1 (3M) — 10-15%,919,56.4,1.0,919
ZOYA/Stock,Kenya,V1219185PR34L/1X,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17,73.7,2026-02-07,143,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
TRM/Stock,Kenya,V1219185PR17L/XL,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17,73.7,2026-03-31,91,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
WHFIN/Stock,Kenya,V1219185PR17L/XL,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17,73.7,2026-03-31,91,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
KILEL/Stock,Kenya,V1219185PR32L/1X,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17000000000004,73.7,2026-02-03,147,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
WHFIN/Stock,Kenya,V0422077BUTL/1X,Vivo Basic Sienna Jersey Top,T-shirts & Tank Tops,Vivo,V0422077,950.0,609.98,35.8,2026-03-03,119,Tier 1 (3M) — 10-15%,831,26.6,1.0,831
YAYA/Stock,Kenya,V1219185PR32S/M,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17,73.7,2026-01-24,157,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
TRM/Stock,Kenya,V1219185PR32S/M,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17,73.7,2026-01-24,157,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
MOIAV/Stock,Kenya,V1219185PR34L/1X,Vivo Basic Aziza Belt,Belts,Vivo,V1219185,950.0,250.17,73.7,2026-02-07,143,Tier 1 (3M) — 10-15%,831,69.9,1.0,831
MOIAV/Stock,Kenya,V0719112MUS3X,Vivo Basic Long Sleeved Bodysuit,Bodysuits,Vivo,V0719112,850.0,1029.37,-21.1,2026-03-29,93,Tier 1 (3M) — 10-15%,744,-38.4,1.0,744
MOIAV/Stock,Kenya,VE0001TEA4X,Vivo Essentials Tank Top,T-shirts & Tank Tops,Vivo,VE0001T,750.0,323.28,56.9,2026-03-05,117,Tier 1 (3M) — 10-15%,656,50.7,1.0,656
GRENS/Stock,Kenya,V0124045PR11X,Vivo Arafa Long Sleeve Tie Dress,Knee Length Dresses,Vivo,V0124045,450.0,1874.88,-316.6,2026-03-12,110,Tier 1 (3M) — 10-15%,394,-376.2,1.0,394
WHFIN/Stock,Kenya,V1025012SGRNM/L,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.09,70.0,2025-12-07,205,Tier 2 (6M) — 20-30%,3375,60.0,13.0,43875
WHFIN/Stock,Kenya,V0725046GOLS,Vivo Alma Mini Skirt,Skirts & Top Set,Vivo,V0725046,2500.0,359.07000000000005,85.6,2025-12-22,190,Tier 2 (6M) — 20-30%,1875,80.8,13.0,24375
WHFIN/Stock,Kenya,V0725046POBM,Vivo Alma Mini Skirt,Skirts & Top Set,Vivo,V0725046,2500.0,359.07,85.6,2025-12-20,192,Tier 2 (6M) — 20-30%,1875,80.8,10.0,18750
WHFIN/Stock,Kenya,V0125045PR5XS/S,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.32,72.0,2025-11-29,213,Tier 2 (6M) — 20-30%,3675,62.6,4.0,14700
WHFIN/Stock,Kenya,V0125045RUSM/L,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.32,72.0,2025-11-30,212,Tier 2 (6M) — 20-30%,3675,62.6,4.0,14700
WHFIN/Stock,Kenya,V0722034HGNM/L,Vivo Basic Julia 3/4 Sleeve Back Pleat Knee Length Dress,Knee Length Dresses,Vivo,V0722034,4250.0,1086.28,74.4,2025-11-29,213,Tier 2 (6M) — 20-30%,3188,65.9,4.0,12750
MSACB/Stock,Kenya,V0725003PR2S,Vivo Hadiya Maxi Dress,Maxi Dresses,Vivo,V0725003,6900.0,2653.9413,61.5,2025-12-21,191,Tier 2 (6M) — 20-30%,5175,48.7,2.0,10350
TWORV/Stock,Kenya,V0225002PR5L,Vivo Ayah Bishop Sleeve Mock Neck Top,Fitted Tops,Vivo,V0225002,4500.0,1155.12,74.3,2025-11-25,217,Tier 2 (6M) — 20-30%,3375,65.8,3.0,10125
WHFIN/Stock,Kenya,V0719693DAPS,Vivo Everyday Side Twist Bodycon in Jersey,Knee Length Dresses,Vivo,V0719693,4500.0,561.38,87.5,2025-11-28,214,Tier 2 (6M) — 20-30%,3375,83.4,3.0,10125
WHFIN/Stock,Kenya,V0625047BLRE1X/2X,Vivo Iyana Maxi Cover Up,Maxi Dresses,Vivo,V0625047,6500.0,2684.19,58.7,2025-12-26,186,Tier 2 (6M) — 20-30%,4875,44.9,2.0,9750
WHFIN/Stock,Kenya,V0725046POBS,Vivo Alma Mini Skirt,Skirts & Top Set,Vivo,V0725046,2500.0,359.07,85.6,2025-10-25,248,Tier 2 (6M) — 20-30%,1875,80.8,5.0,9375
WHFIN/Stock,Kenya,V0120065PR321X/2X,Vivo Basic Nandi A-Line Kimono,Waterfalls & Kimonos,Vivo,V0120065,3950.0,1129.52,71.4,2025-11-22,220,Tier 2 (6M) — 20-30%,2963,61.9,3.0,8888
WHFIN/Stock,Kenya,V0225018NAVM/L,Vivo Chela Sleeveless Waterfall,Waterfalls & Kimonos,Vivo,V0225018,3900.0,767.6,80.3,2025-12-10,202,Tier 2 (6M) — 20-30%,2925,73.8,3.0,8775
WHFIN/Stock,Kenya,V1025015SGN1X/2X,Vivo Chela Sleeveless Waterfall in Jersey,Waterfalls & Kimonos,Vivo,V1025015,3900.0,1129.17,71.0,2025-11-15,227,Tier 2 (6M) — 20-30%,2925,61.4,3.0,8775
WHFIN/Stock,Kenya,V0824089GLDM/L,Vivo Chidii Drop Shoulder Kimono,Waterfalls & Kimonos,Vivo,V0824089,5500.0,1655.34,69.9,2025-12-13,199,Tier 2 (6M) — 20-30%,4125,59.9,2.0,8250
WHFIN/Stock,Kenya,V0625032BLAS,Vivo Aleri A-Line Pleated Dress,Knee Length Dresses,Vivo,V0625032,5500.0,1588.53,71.1,2025-12-29,183,Tier 2 (6M) — 20-30%,4125,61.5,2.0,8250
HUB/Stock,Kenya,V0719290DGNM/L,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1668.2099999999998,69.7,2025-11-22,220,Tier 2 (6M) — 20-30%,4125,59.6,2.0,8250
WHFIN/Stock,Kenya,V1221043NABM,Vivo Basic Satin Cap Sleeve Top,Fitted Tops,Vivo,V1221043,2500.0,730.1800000000002,70.8,2025-11-30,212,Tier 2 (6M) — 20-30%,1875,61.1,4.0,7500
WHFIN/Stock,Kenya,V0125045PR5M/L,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.32,72.0,2025-11-05,237,Tier 2 (6M) — 20-30%,3675,62.6,2.0,7350
WHFIN/Stock,Kenya,V0224109BLAXXS,Vivo X This Is Essential Short Unitard,Jumpsuits & Playsuits,Vivo,V0224109,3250.0,614.64,81.1,2025-12-11,201,Tier 2 (6M) — 20-30%,2438,74.8,3.0,7313
WHFIN/Stock,Kenya,V0822019PR351X,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2025-11-29,213,Tier 2 (6M) — 20-30%,3375,71.5,2.0,6750
MSACB/Stock,Kenya,V0524179NABM,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,1508.8,48.9,2025-11-04,238,Tier 2 (6M) — 20-30%,2213,31.8,3.0,6638
YAYA/Stock,Kenya,V0325053GRYS,Vivo Safa Straight Leg Pants,Full Length Pants,Vivo,V0325053,3900.0,845.2,78.3,2025-11-03,239,Tier 2 (6M) — 20-30%,2925,71.1,2.0,5850
WHFIN/Stock,Kenya,V0225018BLAM/L,Vivo Chela Sleeveless Waterfall,Waterfalls & Kimonos,Vivo,V0225018,3900.0,991.88,74.6,2025-12-19,193,Tier 2 (6M) — 20-30%,2925,66.1,2.0,5850
WHFIN/Stock,Kenya,V0225018BUTM/L,Vivo Chela Sleeveless Waterfall,Waterfalls & Kimonos,Vivo,V0225018,3900.0,767.6,80.3,2025-11-14,228,Tier 2 (6M) — 20-30%,2925,73.8,2.0,5850
WHFIN/Stock,Kenya,V0723043LIML,Vivo Basic Val Long Sleeve Top,Midriff & Crop Tops,Vivo,V0723043,2550.0,688.79,73.0,2025-10-18,255,Tier 2 (6M) — 20-30%,1913,64.0,3.0,5738
WHFIN/Stock,Kenya,V0524192DGRN3X,Vivo Basic Short Sleeve Top,T-shirts & Tank Tops,Vivo,V0524192,2500.0,595.07,76.2,2025-12-20,192,Tier 2 (6M) — 20-30%,1875,68.3,3.0,5625
ZOYA/Stock,Kenya,V1019114PR6M/L,Vivo Basic Nandi High Slit Kimono,Waterfalls & Kimonos,Vivo,V1019114,3550.0,1240.14,65.1,2025-10-15,258,Tier 2 (6M) — 20-30%,2663,53.4,2.0,5325
WHFIN/Stock,Kenya,V0925016PWB1X/2X,Vivo Alma Drawstring Top,Loose Tops,Vivo,V0925016,3500.0,1064.66,69.6,2025-12-28,184,Tier 2 (6M) — 20-30%,2625,59.4,2.0,5250
WHFIN/Stock,Kenya,V0223139LIMM,Vivo Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,3500.0,994.14,71.6,2025-11-28,214,Tier 2 (6M) — 20-30%,2625,62.1,2.0,5250
MERU/Stock,Kenya,V0923047DGM,Vivo Ava Tent Flounce Maxi Dress,Maxi Dresses,Vivo,V0923047,6900.0,2303.78,66.6,2025-12-13,199,Tier 2 (6M) — 20-30%,5175,55.5,1.0,5175
GRENS/Stock,Kenya,V0221005PR182X,Vivo Bissa Reversible Maxi Dress,Maxi Dresses,Vivo,V0221005,6500.0,1897.6500000000003,70.8,2025-12-12,200,Tier 2 (6M) — 20-30%,4875,61.1,1.0,4875
ZOYA/Stock,Kenya,V0225002LILM,Vivo Ayah Bishop Sleeve Mock Neck Top,Fitted Tops,Vivo,V0225002,3050.0,1155.12,62.1,2025-11-28,214,Tier 2 (6M) — 20-30%,2288,49.5,2.0,4575
WHFIN/Stock,Kenya,V0524179SEG2X,Vivo Basic Chiffon Bishop Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524179,2950.0,1546.88,47.6,2025-12-10,202,Tier 2 (6M) — 20-30%,2213,30.1,2.0,4425
WHFIN/Stock,Kenya,V0625059MUSL,Vivo Aleri Trench Coat Dress,Knee Length Dresses,Vivo,V0625059,5900.0,2176.57,63.1,2025-12-31,181,Tier 2 (6M) — 20-30%,4425,50.8,1.0,4425
WHFIN/Stock,Kenya,V0724104BLAS,Vivo Hadiya Wrap Dress,Knee Length Dresses,Vivo,V0724104,5900.0,1861.3,68.5,2025-11-04,238,Tier 2 (6M) — 20-30%,4425,57.9,1.0,4425
WHFIN/Stock,Kenya,V1123047DREDM,Vivo Hanabi Wrap Maxi Dress,Maxi Dresses,Vivo,V1123047,5750.0,809.0,85.9,2025-12-10,202,Tier 2 (6M) — 20-30%,4313,81.2,1.0,4313
WHFIN/Stock,Kenya,V0719290DGN1X/2X,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1668.21,69.7,2025-11-03,239,Tier 2 (6M) — 20-30%,4125,59.6,1.0,4125
MERU/Stock,Kenya,V0719290DGNM/L,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1668.2099999999998,69.7,2025-11-22,220,Tier 2 (6M) — 20-30%,4125,59.6,1.0,4125
WHFIN/Stock,Kenya,V0824089GLDXS/S,Vivo Chidii Drop Shoulder Kimono,Waterfalls & Kimonos,Vivo,V0824089,5500.0,1655.34,69.9,2025-12-19,193,Tier 2 (6M) — 20-30%,4125,59.9,1.0,4125
KISM/Stock,Kenya,V0719290DGN1X/2X,Vivo Basic Extra Long Lily Waterfall,Waterfalls & Kimonos,Vivo,V0719290,5500.0,1668.21,69.7,2025-11-03,239,Tier 2 (6M) — 20-30%,4125,59.6,1.0,4125
YAYA/Stock,Kenya,VE0003TEAL,Vivo Essentials Capri Leggings,Leggings,Vivo,VE0003T,2500.0,504.31,79.8,2025-12-03,209,Tier 2 (6M) — 20-30%,1875,73.1,2.0,3750
YAYA/Stock,Kenya,VE0003TEA1X,Vivo Essentials Capri Leggings,Leggings,Vivo,VE0003T,2500.0,504.31,79.8,2025-12-20,192,Tier 2 (6M) — 20-30%,1875,73.1,2.0,3750
CITYM/Stock,Kenya,VE0003WHI2X,Vivo Essentials Capri Leggings,Leggings,Vivo,VE0003W,2500.0,504.31,79.8,2025-11-28,214,Tier 2 (6M) — 20-30%,1875,73.1,2.0,3750
ZOYA/Stock,Kenya,V1223058NABM,Vivo Alika High Waist Pants,Full Length Pants,Vivo,V1223058,4950.0,1648.89,66.7,2025-11-24,218,Tier 2 (6M) — 20-30%,3713,55.6,1.0,3713
WHFIN/Stock,Kenya,V0121167PR22XS/S,Vivo Dua 3/4 Sleeved V Neck Shirt,Loose Tops,Vivo,V0121167,2450.0,1339.97,45.3,2025-10-29,244,Tier 2 (6M) — 20-30%,1838,27.1,2.0,3675
MERU/Stock,Kenya,V0819098RED2X,Vivo Basic Kena Tent Knee Length Dress,Knee Length Dresses,Vivo,V0819098,4900.0,1424.81,70.9,2025-11-12,230,Tier 2 (6M) — 20-30%,3675,61.2,1.0,3675
WHFIN/Stock,Kenya,V0625028BLA1X,Vivo Diella 3/4 Sleeve Pleated Dress,Knee Length Dresses,Vivo,V0625028,4900.0,1416.87,71.1,2025-11-30,212,Tier 2 (6M) — 20-30%,3675,61.4,1.0,3675
WHFIN/Stock,Kenya,V0125045PR51X/2X,Vivo Isabi Sleeveless Kimono,Waterfalls & Kimonos,Vivo,V0125045,4900.0,1374.32,72.0,2025-11-23,219,Tier 2 (6M) — 20-30%,3675,62.6,1.0,3675
MERU/Stock,Kenya,V0120002BLAL,Vivo Basic 3/4 Sleeve Kena Tent Knee Length Dress,Knee Length Dresses,Vivo,V0120002,4900.0,1386.0,71.7,2025-12-05,207,Tier 2 (6M) — 20-30%,3675,62.3,1.0,3675
TRM/Stock,Kenya,V0824086PR41X,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,4900.0,1676.62,65.8,2025-10-12,261,Tier 2 (6M) — 20-30%,3675,54.4,1.0,3675
WHFIN/Stock,Kenya,V0824086DRD1X,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,4900.0,1676.62,65.8,2025-11-29,213,Tier 2 (6M) — 20-30%,3675,54.4,1.0,3675
WHFIN/Stock,Kenya,V0725029RED1X,Vivo Ari Sleeveless Straight Maxi Slit Dress,Maxi Dresses,Vivo,V0725029,4900.0,879.19,82.1,2025-12-22,190,Tier 2 (6M) — 20-30%,3675,76.1,1.0,3675
WHFIN/Stock,Kenya,V0220055DRED2X,Vivo Basic Cap Sleeve Maxi Tent Dress,Maxi Dresses,Vivo,V0220055,4850.0,2894.79,40.3,2025-12-06,206,Tier 2 (6M) — 20-30%,3638,20.4,1.0,3638
MERU/Stock,Kenya,V0525075PR42X,Vivo Basic Round Neck Maxi Dress,Maxi Dresses,Vivo,V0525075,4850.0,1620.71,66.6,2025-12-24,188,Tier 2 (6M) — 20-30%,3638,55.4,1.0,3638
GRENS/Stock,Kenya,V1223032PR17S,Vivo Asha Sleeveless Maxi Dress,Maxi Dresses,Vivo,V1223032,4850.0,2004.13,58.7,2025-12-31,181,Tier 2 (6M) — 20-30%,3638,44.9,1.0,3638
MOIAV/Stock,Kenya,V0524194PR5S/M,Vivo Cuffed Wide Sweater,Sweaters & Ponchos,Vivo,V0524194,4550.0,2758.62,39.4,2025-11-22,220,Tier 2 (6M) — 20-30%,3413,19.2,1.0,3413
ZOYA/Stock,Kenya,V0424124PR1M,Vivo Chesi Wide Leg Pants,Full Length Pants,Vivo,V0424124,4550.0,1414.71,68.9,2025-12-02,210,Tier 2 (6M) — 20-30%,3413,58.5,1.0,3413
GCITY/Stock,Kenya,V0622019PR234X,Vivo Basic Sleeveless Tent Maxi Dress,Maxi Dresses,Vivo,V0622019,4550.0,1871.37,58.9,2025-11-23,219,Tier 2 (6M) — 20-30%,3413,45.2,1.0,3413
WHFIN/Stock,Kenya,V0819003TEA2X,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2025-11-26,216,Tier 2 (6M) — 20-30%,3375,59.2,1.0,3375
WHFIN/Stock,Kenya,V0625005BLAS,Vivo Alani Pallazo Pants,Full Length Pants,Vivo,V0625005,4500.0,1706.29,62.1,2025-11-28,214,Tier 2 (6M) — 20-30%,3375,49.4,1.0,3375
TRM/Stock,Kenya,V0924052DAP1X,Vivo Hari Wide Leg Pants,Full Length Pants,Vivo,V0924052,4500.0,1316.79,70.7,2025-12-23,189,Tier 2 (6M) — 20-30%,3375,61.0,1.0,3375
CITYM/Stock,Kenya,V1025012SGRNM/L,Vivo Anavi Cascade Waterfall,Waterfalls & Kimonos,Vivo,V1025012,4500.0,1350.09,70.0,2025-12-07,205,Tier 2 (6M) — 20-30%,3375,60.0,1.0,3375
KISM/Stock,Kenya,V0819003TEA2X,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2025-11-26,216,Tier 2 (6M) — 20-30%,3375,59.2,1.0,3375
HUB/Stock,Kenya,V0822019PR35S,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2025-12-31,181,Tier 2 (6M) — 20-30%,3375,71.5,1.0,3375
TRM/Stock,Kenya,V1124074MUL2X,Vivo Ayla Crepe Pants,Full Length Pants,Vivo,V1124074,4500.0,1351.55,70.0,2025-11-25,217,Tier 2 (6M) — 20-30%,3375,60.0,1.0,3375
WHFIN/Stock,Kenya,V0725042CHOS,Vivo Aleri Front Slit Sheath Dress,Midi & Capri Dresses,Vivo,V0725042,4500.0,706.27,84.3,2025-11-19,223,Tier 2 (6M) — 20-30%,3375,79.1,1.0,3375
WHFIN/Stock,Kenya,V0822019RORAM,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2025-12-23,189,Tier 2 (6M) — 20-30%,3375,71.5,1.0,3375
HUB/Stock,Kenya,V0819003TEA2X,Vivo Basic Panelled Leisure Pants,Full Length Pants,Vivo,V0819003,4500.0,1377.5199999999998,69.4,2025-11-26,216,Tier 2 (6M) — 20-30%,3375,59.2,1.0,3375
WHFIN/Stock,Kenya,V0822019MAGM,Vivo Basic Crepe Pants,Full Length Pants,Vivo,V0822019,4500.0,960.25,78.7,2025-11-06,236,Tier 2 (6M) — 20-30%,3375,71.5,1.0,3375
GCITY/Stock,Kenya,V0725023DGRNS,Vivo Ari One Shoulder Maxi Dress,Maxi Dresses,Vivo,V0725023,2250.0,2140.07,4.9,2025-12-06,206,Tier 2 (6M) — 20-30%,1688,-26.8,2.0,3375
MSACB/Stock,Kenya,V0724094OLIL,Vivo Hadiya Flounce Sleeve Maxi Dress,Maxi Dresses,Vivo,V0724094,4350.0,1947.72,55.2,2025-12-01,211,Tier 2 (6M) — 20-30%,3263,40.3,1.0,3263
JUNCT/Stock,Kenya,V0625048PR62X,Vivo Iyana Knee Length Bubble Dress,Short & Mini Dresses,Vivo,V0625048,4150.0,2023.57,51.2,2025-12-05,207,Tier 2 (6M) — 20-30%,3113,35.0,1.0,3113
WHFIN/Stock,Kenya,V0323020BURL,Vivo Basic Long Sleeve A-Line Maxi Dress,Maxi Dresses,Vivo,V0323020,4150.0,1768.37,57.4,2025-11-29,213,Tier 2 (6M) — 20-30%,3113,43.2,1.0,3113
MERU/Stock,Kenya,V0422075MAS1X,Vivo Basic Chiffon Dropped Shoulder Top,Fitted Tops,Vivo,V0422075,2050.0,1017.24,50.4,2025-11-30,212,Tier 2 (6M) — 20-30%,1538,33.8,2.0,3075
ZOYA/Stock,Kenya,V0122102GRYS,Vivo Faraji Side Slit Leisure Pants,Full Length Pants,Vivo,V0122102,1350.0,1243.62,7.9,2025-11-30,212,Tier 2 (6M) — 20-30%,1013,-22.8,3.0,3038
WHFIN/Stock,Kenya,VE0008WHI3X,Vivo Essentials Bodycon,Knee Length Dresses,Vivo,VE0008W,3950.0,593.93,85.0,2025-12-01,211,Tier 2 (6M) — 20-30%,2963,80.0,1.0,2963
NAKUR/Stock,Kenya,VE0008WHI1X,Vivo Essentials Bodycon,Knee Length Dresses,Vivo,VE0008W,3950.0,593.93,85.0,2025-11-04,238,Tier 2 (6M) — 20-30%,2963,80.0,1.0,2963
HUB/Stock,Kenya,V0825015PR1S,Vivo Lena Slim Fit Pants,Full Length Pants,Vivo,V0825015,3900.0,999.61,74.4,2025-12-15,197,Tier 2 (6M) — 20-30%,2925,65.8,1.0,2925
JUNCT/Stock,Kenya,V0825015PR1M,Vivo Lena Slim Fit Pants,Full Length Pants,Vivo,V0825015,3900.0,620.22,84.1,2025-10-25,248,Tier 2 (6M) — 20-30%,2925,78.8,1.0,2925
MOIAV/Stock,Kenya,V0825015PR1S,Vivo Lena Slim Fit Pants,Full Length Pants,Vivo,V0825015,3900.0,999.61,74.4,2025-12-15,197,Tier 2 (6M) — 20-30%,2925,65.8,1.0,2925
WHFIN/Stock,Kenya,V0322110BLA1X,Vivo Dalia Sleeveless Gathered Tent Dress,Knee Length Dresses,Vivo,V0322110,3850.0,1410.49,63.4,2025-11-12,230,Tier 2 (6M) — 20-30%,2888,51.2,1.0,2888
MOIAV/Stock,Kenya,V0325019RBLU1X,Vivo Chela Basic Cap Sleeve Top,Midriff & Crop Tops,Vivo,V0325019,1850.0,330.76,82.1,2025-12-20,192,Tier 2 (6M) — 20-30%,1388,76.2,2.0,2775
ZOYA/Stock,Kenya,V0325019RBLU1X,Vivo Chela Basic Cap Sleeve Top,Midriff & Crop Tops,Vivo,V0325019,1850.0,330.76,82.1,2025-12-20,192,Tier 2 (6M) — 20-30%,1388,76.2,2.0,2775
WHFIN/Stock,Kenya,V0819106LAMXS/S,Vivo Basic Waterfall,Waterfalls & Kimonos,Vivo,V0819106,3550.0,939.18,73.5,2025-11-29,213,Tier 2 (6M) — 20-30%,2663,64.7,1.0,2663
RUNDA/Stock,Kenya,V0225024BUTM,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.9699999999999,80.3,2025-11-15,227,Tier 2 (6M) — 20-30%,2625,73.8,1.0,2625
WHFIN/Stock,Kenya,V0925016GLDXS/S,Vivo Alma Drawstring Top,Loose Tops,Vivo,V0925016,3500.0,1064.66,69.6,2025-11-30,212,Tier 2 (6M) — 20-30%,2625,59.4,1.0,2625
NAKUR/Stock,Kenya,V0524178NAV2X,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2025-12-29,183,Tier 2 (6M) — 20-30%,2625,58.5,1.0,2625
KILEL/Stock,Kenya,V0524178CORM,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2025-12-31,181,Tier 2 (6M) — 20-30%,2625,58.5,1.0,2625
WHFIN/Stock,Kenya,V0524178CORM,Vivo Basic Chiffon Cap Sleeve Top (Double Layered),Fitted Tops,Vivo,V0524178,3500.0,1089.44,68.9,2025-12-31,181,Tier 2 (6M) — 20-30%,2625,58.5,1.0,2625
WHFIN/Stock,Kenya,V0825060LIML,Vivo Alma Short Sleeve Mini Bodycon,Short & Mini Dresses,Vivo,V0825060,3500.0,523.9,85.0,2025-12-30,182,Tier 2 (6M) — 20-30%,2625,80.0,1.0,2625
WHFIN/Stock,Kenya,V0223139LIMS,Vivo Izzy Satin Bishop Sleeve Top,Fitted Tops,Vivo,V0223139,3500.0,994.14,71.6,2025-11-22,220,Tier 2 (6M) — 20-30%,2625,62.1,1.0,2625
WHFIN/Stock,Kenya,V0225024TAUM,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.97,80.3,2025-10-30,243,Tier 2 (6M) — 20-30%,2625,73.8,1.0,2625
WHFIN/Stock,Kenya,V0225024BUTM,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.9699999999999,80.3,2025-11-15,227,Tier 2 (6M) — 20-30%,2625,73.8,1.0,2625
WHFIN/Stock,Kenya,V0925010PR6S,Vivo Basic Crepe Bishop Sleeve Top,Fitted Tops,Vivo,V0925010,3500.0,763.4,78.2,2025-11-22,220,Tier 2 (6M) — 20-30%,2625,70.9,1.0,2625
WHFIN/Stock,Kenya,V0225024TAUS,Vivo Chela Wide Leg Pants,Full Length Pants,Vivo,V0225024,3500.0,687.9699999999999,80.3,2025-11-28,214,Tier 2 (6M) — 20-30%,2625,73.8,1.0,2625
MOIAV/Stock,Kenya,V0919035BORA1X,Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress,Knee Length Dresses,Vivo,V0919035,3450.0,1624.01,52.9,2025-11-26,216,Tier 2 (6M) — 20-30%,2588,37.2,1.0,2588
WHFIN/Stock,Kenya,V0824086PR11X,Vivo Chidii Wide Leg Pants,Full Length Pants,Vivo,V0824086,3450.0,1676.62,51.4,2025-10-09,264,Tier 2 (6M) — 20-30%,2588,35.2,1.0,2588
WHFIN/Stock,Kenya,V0624095NAVM,Vivo Hamle Side Twist Tie Bodycon,Knee Length Dresses,Vivo,V0624095,3400.0,1644.66,51.6,2025-12-22,190,Tier 2 (6M) — 20-30%,2550,35.5,1.0,2550
